SEX,ECONOMIC,NS-SEC,Tenture,Internet,NPH,NAH,NCH,GFR,INCOME,GWHI,TWE
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,412
Male,Economically inactive,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,643,367
Female,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,393,459
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,other source,783,497
Female,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,255,111
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,622
Male,Full-time working,Routine and manual occupations,Owned,No,2,2,0,Yorkshire and the Humber,earnings,669,274
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,647,305
Female,Unemployed and work related Government Training Programmes,Intermediate occupations,Private rented,No,2,2,0,Yorkshire and the Humber,earnings,635,320
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,281,320
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,868,509
Male,Economically inactive,Not classified for other reasons,Public rented,No,2,2,0,Yorkshire and the Humber,other source,278,188
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,712,598
Female,Full-time working,Intermediate occupations,Owned,No,2,2,0,Yorkshire and the Humber,other source,439,618
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,530,260
Female,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,638,778
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,704
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,264,307
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,224,216
Male,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,725,1175
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,584
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,573,905
Female,Full-time working,Routine and manual occupations,Owned,No,2,2,0,Yorkshire and the Humber,earnings,450,394
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,239,160
Female,Economically inactive,Not classified for other reasons,Public rented,No,2,2,0,Yorkshire and the Humber,earnings,703,378
Female,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,363,224
Female,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,823,636
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,791
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,359,354
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1038,1084
Male,Full-time working,Intermediate occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,705,481
Male,Full-time working,Intermediate occupations,Owned,No,2,2,0,Yorkshire and the Humber,earnings,528,707
Female,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,213,170
Male,Full-time working,Routine and manual occupations,Private rented,No,2,2,0,Yorkshire and the Humber,earnings,557,414
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,382,415
Male,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,other source,189,587
Male,Part-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,818,363
Female,Part-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,774,338
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,551
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,306,268
Female,Full-time working,Routine and manual occupations,Public rented,Yes,2,2,0,Yorkshire and the Humber,earnings,542,266
Male,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,998,250
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,725,341
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,727,950
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,845,485
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,other source,1185,696
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,other source,637,513
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,1141,568
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,other source,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,847,681
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,538
Male,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,969,430
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,347,163
Male,Full-time working,Routine and manual occupations,Owned,No,2,2,0,Yorkshire and the Humber,earnings,1160,494
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,786,1175
Female,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,earnings,433,241
Female,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,235,594
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,221,148
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,239,255
Female,Full-time working,Routine and manual occupations,Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,756,352
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,682,207
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,555
Male,Part-time working,Routine and manual occupations,Public rented,No,2,2,0,Yorkshire and the Humber,earnings,188,113
Male,Full-time working,Routine and manual occupations,Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,711,731
Male,Economically inactive,Not classified for other reasons,Owned,Yes,2,2,0,Yorkshire and the Humber,other source,749,911
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,other source,477,304
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,other source,1084,1175
Male,Economically inactive,Not classified for other reasons,Owned,No,2,2,0,Yorkshire and the Humber,other source,340,551
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,2,2,0,Yorkshire and the Humber,earnings,639,235
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,2,2,0,Yorkshire and the Humber,earnings,1185,1001
Female,Economically inactive,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,1,2,Eastern,other source,332,252
Female,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Yes,3,1,2,Eastern,earnings,457,377
Female,Economically inactive,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,1,2,Eastern,other source,465,426
Male,Full-time working,Routine and manual occupations,Private rented,Yes,3,1,2,Eastern,earnings,381,375
Female,Part-time working,Routine and manual occupations,Owned,Yes,3,1,2,Eastern,other source,364,400
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,1,2,Eastern,earnings,1185,636
Female,Full-time working,Routine and manual occupations,Owned,Yes,3,1,2,Eastern,earnings,618,284
Female,Part-time working,Routine and manual occupations,Owned,Yes,3,1,2,Eastern,other source,199,364
Female,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Public rented,Yes,3,1,2,Eastern,other source,207,157
Female,Part-time working,Routine and manual occupations,Public rented,Yes,3,1,2,London,other source,378,285
Female,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Private rented,No,3,1,2,London,other source,214,300
Female,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Yes,3,1,2,London,other source,323,207
Female,Economically inactive,"Higher managerial, administrative and professional occupations",Private rented,Yes,3,1,2,London,other source,219,138
Female,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Public rented,Yes,3,1,2,London,other source,244,77
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,3,1,2,London,earnings,458,273
Female,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,3,1,2,London,other source,164,164
